Segment,Frequency,Year,Quarter,Month,City,TOM_4q,Share_closed_2w_4q
EFH,quarterly,2024,2,,Chemnitz,106.8151741027832,0.07713441457599401
EFH,quarterly,2024,3,,Chemnitz,107.01193428039551,0.09152257535606623
EFH,quarterly,2024,4,,Chemnitz,106.0446720123291,0.12027369905263186
EFH,quarterly,2025,1,,Chemnitz,106.3289852142334,0.1288521308451891
EFH,quarterly,2025,2,,Chemnitz,100.25253105163574,0.13418608158826828
EFH,quarterly,2025,3,,Chemnitz,101.74327087402344,0.13798154518008232
EFH,quarterly,2025,4,,Chemnitz,96.15880966186523,0.1550176665186882
EFH,quarterly,2026,1,,Chemnitz,95.41511344909668,0.16441309079527855
EFH,quarterly,2012,1,,Dortmund,,
EFH,quarterly,2012,2,,Dortmund,,
EFH,quarterly,2012,3,,Dortmund,,
EFH,quarterly,2012,4,,Dortmund,92.21759986877441,0.1340560596436262
EFH,quarterly,2013,1,,Dortmund,106.35065650939941,0.0979586336761713
EFH,quarterly,2013,2,,Dortmund,111.02926635742188,0.10950402542948723
EFH,quarterly,2013,3,,Dortmund,113.3756332397461,0.12856801971793175
EFH,quarterly,2013,4,,Dortmund,111.72748565673828,0.13645437359809875
EFH,quarterly,2014,1,,Dortmund,105.80044937133789,0.1435539647936821
EFH,quarterly,2014,2,,Dortmund,101.60295104980469,0.14104608073830605
EFH,quarterly,2014,3,,Dortmund,96.7684268951416,0.1393241211771965
EFH,quarterly,2014,4,,Dortmund,94.18109130859375,0.15379048138856888
EFH,quarterly,2015,1,,Dortmund,95.95014381408691,0.162654597312212
EFH,quarterly,2015,2,,Dortmund,94.91420555114746,0.17059480771422386
EFH,quarterly,2015,3,,Dortmund,87.95023536682129,0.2016671821475029
EFH,quarterly,2015,4,,Dortmund,81.33338737487793,0.20312660560011864
EFH,quarterly,2016,1,,Dortmund,77.50985717773438,0.19653742760419846
EFH,quarterly,2016,2,,Dortmund,75.31350708007812,0.20815469324588776
EFH,quarterly,2016,3,,Dortmund,87.09784126281738,0.19909453764557838
EFH,quarterly,2016,4,,Dortmund,85.2016830444336,0.21138479188084602
EFH,quarterly,2017,1,,Dortmund,81.85012435913086,0.24045350402593613
EFH,quarterly,2017,2,,Dortmund,82.18743324279785,0.246726643294096
EFH,quarterly,2017,3,,Dortmund,77.61462593078613,0.25458161532878876
EFH,quarterly,2017,4,,Dortmund,78.1200122833252,0.2567025423049927
EFH,quarterly,2018,1,,Dortmund,75.42686748504639,0.27005379647016525
EFH,quarterly,2018,2,,Dortmund,72.8633279800415,0.27636850625276566
EFH,quarterly,2018,3,,Dortmund,66.43953037261963,0.29128547757864
EFH,quarterly,2018,4,,Dortmund,70.26423740386963,0.28911488503217697
EFH,quarterly,2019,1,,Dortmund,74.07645797729492,0.2658218964934349
EFH,quarterly,2019,2,,Dortmund,74.84330558776855,0.27093038707971573
EFH,quarterly,2019,3,,Dortmund,74.16813659667969,0.27429620921611786
EFH,quarterly,2019,4,,Dortmund,69.75332450866699,0.2879382222890854
EFH,quarterly,2020,1,,Dortmund,65.52661514282227,0.30738019943237305
EFH,quarterly,2020,2,,Dortmund,62.54108810424805,0.316946305334568
EFH,quarterly,2020,3,,Dortmund,61.73746967315674,0.34037473797798157
EFH,quarterly,2020,4,,Dortmund,58.59821701049805,0.3693781644105911
EFH,quarterly,2021,1,,Dortmund,60.308799743652344,0.37470486760139465
EFH,quarterly,2021,2,,Dortmund,55.10297203063965,0.4242146760225296
EFH,quarterly,2021,3,,Dortmund,55.34438610076904,0.41226181387901306
EFH,quarterly,2021,4,,Dortmund,53.77059078216553,0.4112180471420288
EFH,quarterly,2022,1,,Dortmund,53.08890628814697,0.41315626353025436
EFH,quarterly,2022,2,,Dortmund,53.04340362548828,0.37676169723272324
EFH,quarterly,2022,3,,Dortmund,53.416266441345215,0.33945756778120995
EFH,quarterly,2022,4,,Dortmund,60.06886672973633,0.26315748505294323
EFH,quarterly,2023,1,,Dortmund,66.49209022521973,0.22330566681921482
EFH,quarterly,2023,2,,Dortmund,81.20796298980713,0.15636689215898514
EFH,quarterly,2023,3,,Dortmund,86.90801620483398,0.14158768951892853
EFH,quarterly,2023,4,,Dortmund,90.92597961425781,0.1317501924932003
